dataset_idx,total_time,prediction,labels,xai_method,Pointing-Game,Top-K Intersection,Sparseness,AUC,Attribution Localisation,Relevance Rank Accuracy,Relevance Mass Accuracy
12,0.005568981170654297,ox,"('cow',)",ResNet LaFAM,True,0.429,0.2892917610272806,0.39481858884031684,0.6735103130340576,0.6868849724801246,0.6735103
12,0.005723714828491211,ox,"('cow',)",SimCLR LaFAM,True,0.449,0.36332575173844456,0.34675959503744935,0.638684868812561,0.6574192472341135,0.63868487
12,0.01691889762878418,ox,"('cow',)",SimCLR RELAX,True,0.545,0.3501922372694217,0.331759448669084,0.6482539176940918,0.6831044643353533,0.6482539
12,0.0061380863189697266,ox,"('cow',)",SwAV LaFAM,True,0.382,0.3329724187916216,0.36953440305237895,0.6512858867645264,0.6646744871295936,0.6512859
12,0.01832723617553711,ox,"('cow',)",SwAV RELAX,True,0.596,0.25179446194005567,0.5259756676822571,0.72403883934021,0.7194640573747707,0.72403884
15,0.014600038528442383,bicycle-built-for-two,"('bicycle',)",ResNet Grad-CAM,True,0.2,0.5429062874758434,0.8761751305404251,0.1006518080830574,0.20281124497991967,0.10065181
15,0.005708932876586914,bicycle-built-for-two,"('bicycle',)",ResNet LaFAM,True,0.007,0.37002450526587694,0.8069998739770639,0.06521745026111603,0.10090361445783133,0.06521745
15,0.005700349807739258,bicycle-built-for-two,"('bicycle',)",SimCLR LaFAM,True,0.187,0.43629420382971723,0.6316186212557352,0.05685606598854065,0.2464859437751004,0.056856066
15,0.016910552978515625,bicycle-built-for-two,"('bicycle',)",SimCLR RELAX,False,0.0,0.3222972506327497,0.6771522417079908,0.05217225104570389,0.142570281124498,0.05217225
15,0.006150245666503906,bicycle-built-for-two,"('bicycle',)",SwAV LaFAM,False,0.0,0.38102127091467397,0.7469462775558484,0.05993695184588432,0.09086345381526105,0.05993695
15,0.018305063247680664,bicycle-built-for-two,"('bicycle',)",SwAV RELAX,False,0.0,0.2723388082396886,0.6006369825974995,0.044858768582344055,0.09538152610441768,0.04485877
16,0.014667272567749023,passenger car,"('train',)",ResNet Grad-CAM,True,1.0,0.4244838025944156,0.9244911096349072,0.623561680316925,0.7909772777410103,0.6235617
16,0.0055501461029052734,passenger car,"('train',)",ResNet LaFAM,True,1.0,0.38715870561936133,0.9316376916440975,0.6013692617416382,0.8192146481358924,0.60136926
16,0.00574183464050293,passenger car,"('train',)",SimCLR LaFAM,True,1.0,0.37216273884403805,0.9329048661113251,0.5916589498519897,0.7927421133906905,0.59165895
16,0.016880035400390625,passenger car,"('train',)",SimCLR RELAX,True,1.0,0.306679002857327,0.5857290231006269,0.39990440011024475,0.36510037502757553,0.3999044
16,0.00628972053527832,passenger car,"('train',)",SwAV LaFAM,True,1.0,0.36073279001564706,0.9308058330230524,0.5811514258384705,0.8073020075005515,0.5811514
16,0.0182340145111084,passenger car,"('train',)",SwAV RELAX,True,1.0,0.3423486369966671,0.6322602335091698,0.4341300129890442,0.4424773880432385,0.43413
17,0.015672683715820312,streetcar,"('train',)",ResNet Grad-CAM,True,1.0,0.3839776619650642,0.9151024390496986,0.5766716599464417,0.7719377908956748,0.57667166
17,0.005682229995727539,streetcar,"('train',)",ResNet LaFAM,True,1.0,0.36693714954829265,0.927175712010856,0.5701974034309387,0.8057668293790442,0.5701974
17,0.006042003631591797,streetcar,"('train',)",SimCLR LaFAM,True,1.0,0.48524040736571544,0.9558370157800977,0.6812414526939392,0.809229197411738,0.68124145
17,0.01738452911376953,streetcar,"('train',)",SimCLR RELAX,True,0.811,0.417727868919734,0.9092523554338902,0.6023803353309631,0.767567260756045,0.60238034
17,0.006127357482910156,streetcar,"('train',)",SwAV LaFAM,True,1.0,0.3378907448543903,0.9562083363147599,0.5641100406646729,0.8657622885685095,0.56411004
17,0.018442630767822266,streetcar,"('train',)",SwAV RELAX,True,0.805,0.27999080135540266,0.8916003484784083,0.5040164589881897,0.6702803950505165,0.50401646
20,0.015212059020996094,ram,"('sheep',)",ResNet Grad-CAM,False,0.0,0.4218934176719964,0.8730359292605558,0.49426698684692383,0.6471482889733841,0.494267
20,0.0055811405181884766,ram,"('sheep',)",ResNet LaFAM,False,0.0,0.39488873458146384,0.8284688215512164,0.4393381178379059,0.585136536467335,0.43933812
20,0.005862236022949219,ram,"('sheep',)",SimCLR LaFAM,True,1.0,0.4606150992699581,0.8696025056081863,0.5126888751983643,0.6442447286553751,0.5126889
20,0.016997814178466797,ram,"('sheep',)",SimCLR RELAX,True,0.785,0.38852346523055675,0.8418238880327492,0.4618552029132843,0.667611475976495,0.4618552
20,0.006554126739501953,ram,"('sheep',)",SwAV LaFAM,True,0.519,0.4545649711315642,0.8952421716126608,0.5073682069778442,0.7010024196335983,0.5073682
20,0.018348217010498047,ram,"('sheep',)",SwAV RELAX,True,0.714,0.32977978327665647,0.861776202733154,0.43955233693122864,0.7379882474939509,0.43955234
27,0.014885187149047852,sandbar,"('boat',)",ResNet Grad-CAM,False,0.0,0.42426389734878345,0.7697744694186708,0.043881528079509735,0.0,0.043881528
27,0.0060787200927734375,sandbar,"('boat',)",ResNet LaFAM,True,0.441,0.4388205434381498,0.9565921236897631,0.06570325791835785,0.48580199539524177,0.06570326
27,0.006087303161621094,sandbar,"('boat',)",SimCLR LaFAM,True,0.51,0.4507351629788134,0.9195920012523571,0.06413907557725906,0.39293937068303914,0.064139076
27,0.018051862716674805,sandbar,"('boat',)",SimCLR RELAX,True,0.51,0.35246152474770165,0.8611732942488385,0.05292487516999245,0.39293937068303914,0.052924875
27,0.006028175354003906,sandbar,"('boat',)",SwAV LaFAM,False,0.0,0.42744857567630806,0.8694384237285546,0.059029072523117065,0.10437452033768227,0.059029073
27,0.01834702491760254,sandbar,"('boat',)",SwAV RELAX,False,0.0,0.3575976497688985,0.8761437914192971,0.05039043352007866,0.0,0.050390434
30,0.015914440155029297,ram,"('sheep',)",ResNet Grad-CAM,True,1.0,0.4511706020763646,0.9418122919926288,0.5877026915550232,0.816604157396224,0.5877027
30,0.005606651306152344,ram,"('sheep',)",ResNet LaFAM,True,1.0,0.326410213648261,0.9318435604538301,0.4877999722957611,0.8263301760854364,0.48779997
30,0.005720376968383789,ram,"('sheep',)",SimCLR LaFAM,True,0.9480000000000001,0.4464008222988658,0.8626085938840811,0.5336712002754211,0.6517068209268324,0.5336712
30,0.01790165901184082,ram,"('sheep',)",SimCLR RELAX,True,0.611,0.3462086816941648,0.8311640964292808,0.4663366973400116,0.5460555590871528,0.4663367
30,0.006352663040161133,ram,"('sheep',)",SwAV LaFAM,True,0.746,0.4404299828649213,0.9137864552683854,0.5587216019630432,0.7382874578857034,0.5587216
30,0.01837611198425293,ram,"('sheep',)",SwAV RELAX,True,1.0,0.3312905308905224,0.7338144722097295,0.4216516315937042,0.5103934905600407,0.42165163
34,0.014973640441894531,redbone,"('dog',)",ResNet Grad-CAM,True,0.23,0.37850404970373586,0.8629688373064072,0.4573202431201935,0.6462340590431903,0.45732024
34,0.00590825080871582,redbone,"('dog',)",ResNet LaFAM,True,0.749,0.3098989973996623,0.8673418833559541,0.42400923371315,0.5837384626224195,0.42400923
34,0.005851268768310547,redbone,"('dog',)",SimCLR LaFAM,True,0.759,0.5211477856776497,0.9019793755640799,0.568243145942688,0.6622278588036355,0.56824315
34,0.017656564712524414,redbone,"('dog',)",SimCLR RELAX,True,0.798,0.3403421948986546,0.9077860428540788,0.46737053990364075,0.7004861551469034,0.46737054
34,0.0061321258544921875,redbone,"('dog',)",SwAV LaFAM,True,0.748,0.4180780844102419,0.9126643652009598,0.5026273131370544,0.7489607553019094,0.5026273
34,0.018285274505615234,redbone,"('dog',)",SwAV RELAX,True,0.553,0.34172576180519265,0.8941716537314639,0.44979918003082275,0.6713873036003664,0.44979918
36,0.014728784561157227,airliner,"('aeroplane',)",ResNet Grad-CAM,True,0.864,0.3686486531507599,0.8316727409869524,0.24964089691638947,0.39098044432619394,0.2496409
36,0.0057070255279541016,airliner,"('aeroplane',)",ResNet LaFAM,True,0.867,0.27120390048402304,0.8294246318282948,0.21402692794799805,0.5196221897033391,0.21402693
36,0.0058596134185791016,airliner,"('aeroplane',)",SimCLR LaFAM,True,0.381,0.5464418191960458,0.830800960020598,0.33346027135849,0.5232140481575096,0.33346027
36,0.016971588134765625,airliner,"('aeroplane',)",SimCLR RELAX,True,0.907,0.39403020795900384,0.8522633771446574,0.3040364980697632,0.5435679127311427,0.3040365
36,0.0061953067779541016,airliner,"('aeroplane',)",SwAV LaFAM,True,0.906,0.4156090957485313,0.887434789464906,0.2949714958667755,0.6108820007981908,0.2949715
36,0.018307209014892578,airliner,"('aeroplane',)",SwAV RELAX,True,0.864,0.32368856911823685,0.7252036963011519,0.21859219670295715,0.3579885592656645,0.2185922
37,0.014412879943847656,kite,"('bird',)",ResNet Grad-CAM,True,0.446,0.5491934941324166,0.9367684214795606,0.1747814267873764,0.3897577430236124,0.17478143
37,0.0056362152099609375,kite,"('bird',)",ResNet LaFAM,True,0.615,0.4916037343246573,0.9153767752448095,0.15279386937618256,0.3581723397730757,0.15279387
37,0.005685091018676758,kite,"('bird',)",SimCLR LaFAM,True,0.455,0.5642096650411623,0.9121974786360778,0.202487051486969,0.43238270469181234,0.20248705
37,0.017053604125976562,kite,"('bird',)",SimCLR RELAX,True,0.281,0.3906618843270841,0.9515538240241679,0.17453151941299438,0.47746090156393745,0.17453152
37,0.006583690643310547,kite,"('bird',)",SwAV LaFAM,True,0.317,0.5114093409234511,0.9438699661150646,0.18878117203712463,0.45446182152713893,0.18878117
37,0.018271923065185547,kite,"('bird',)",SwAV RELAX,True,0.278,0.21556867667958268,0.8765224240580982,0.09962116181850433,0.3247470101195952,0.09962116
38,0.014887332916259766,oxcart,"('cow',)",ResNet Grad-CAM,True,0.9390000000000001,0.4047031014790714,0.7934697746008756,0.43155205249786377,0.5463805808409189,0.43155205
38,0.005675077438354492,oxcart,"('cow',)",ResNet LaFAM,True,0.22,0.2540312950236908,0.8059649979420411,0.36659708619117737,0.5762895535327265,0.3665971
38,0.005964040756225586,oxcart,"('cow',)",SimCLR LaFAM,True,0.976,0.4780708906809428,0.8136775457693728,0.47617000341415405,0.548114434330299,0.47617
38,0.01706528663635254,oxcart,"('cow',)",SimCLR RELAX,True,0.673,0.3361947934787746,0.8343413915717991,0.41725867986679077,0.6474497904927033,0.41725868
38,0.007895231246948242,oxcart,"('cow',)",SwAV LaFAM,True,0.526,0.4275742184874322,0.8852344342043186,0.4801004230976105,0.6814766652217887,0.48010042
38,0.019594907760620117,oxcart,"('cow',)",SwAV RELAX,True,0.546,0.30040394935271636,0.5806254438792265,0.31016311049461365,0.3866493281317729,0.3101631
40,0.01520991325378418,minivan,"('car',)",ResNet Grad-CAM,True,0.886,0.33035675586064506,0.8893902628369827,0.828123927116394,0.880489785718748,0.8281239
40,0.0056078433990478516,minivan,"('car',)",ResNet LaFAM,True,1.0,0.30775511803220335,0.7735840840802725,0.7658489942550659,0.7845317673517836,0.765849
40,0.005803108215332031,minivan,"('car',)",SimCLR LaFAM,True,1.0,0.42810719802776714,0.8633851220814381,0.8408719897270203,0.8238895483226089,0.840872
40,0.016974925994873047,minivan,"('car',)",SimCLR RELAX,True,1.0,0.2983212107915047,0.7897637690403961,0.747314453125,0.8308552508277629,0.74731445
40,0.00609588623046875,minivan,"('car',)",SwAV LaFAM,True,0.984,0.41171165495720785,0.8091786865325487,0.8141686916351318,0.816517773474105,0.8141687
40,0.018168210983276367,minivan,"('car',)",SwAV RELAX,True,1.0,0.34488849287404333,0.7249428825004686,0.7486662864685059,0.7437058786780784,0.7486663
41,0.014837265014648438,fireboat,"('aeroplane',)",ResNet Grad-CAM,True,0.11900000000000001,0.34288082616539795,0.9735045327983763,0.010590793564915657,0.13302752293577982,0.010590794
41,0.005976200103759766,fireboat,"('aeroplane',)",ResNet LaFAM,True,0.085,0.33852377283959517,0.9445451610545519,0.008554348722100258,0.10091743119266056,0.008554349
41,0.005956888198852539,fireboat,"('aeroplane',)",SimCLR LaFAM,False,0.0,0.47433923862377786,0.9050551086766095,0.009919100441038609,0.0,0.0099191
41,0.0175020694732666,fireboat,"('aeroplane',)",SimCLR RELAX,False,0.0,0.3223239358598951,0.7929785790706396,0.006477252580225468,0.0,0.0064772526
41,0.006357431411743164,fireboat,"('aeroplane',)",SwAV LaFAM,False,0.0,0.34194093418421745,0.9560160810310019,0.01044390443712473,0.0,0.010443904
41,0.018930673599243164,fireboat,"('aeroplane',)",SwAV RELAX,False,0.0,0.363560744810479,0.6342661780850042,0.005773080512881279,0.0,0.0057730805
48,0.014857053756713867,airliner,"('aeroplane',)",ResNet Grad-CAM,True,0.9480000000000001,0.4238226870769359,0.8300598692339956,0.4484189748764038,0.6080934077888172,0.44841897
48,0.0056455135345458984,airliner,"('aeroplane',)",ResNet LaFAM,True,0.309,0.3514281724806775,0.8652979844198018,0.43116435408592224,0.594096743781275,0.43116435
48,0.005861997604370117,airliner,"('aeroplane',)",SimCLR LaFAM,True,0.9480000000000001,0.5120822650178536,0.8443420614076473,0.5223968029022217,0.6561752121256074,0.5223968
48,0.0171358585357666,airliner,"('aeroplane',)",SimCLR RELAX,True,0.969,0.3626038552731874,0.711742989142095,0.386497437953949,0.506635724127928,0.38649744
48,0.006211042404174805,airliner,"('aeroplane',)",SwAV LaFAM,True,0.968,0.44627707311305836,0.8783638024100446,0.48389193415641785,0.6808325476829357,0.48389193
48,0.018256425857543945,airliner,"('aeroplane',)",SwAV RELAX,True,0.883,0.2497044665264974,0.6201434822632951,0.32538992166519165,0.4667488577851911,0.32538992
51,0.015442609786987305,prison,"('bicycle',)",ResNet Grad-CAM,False,0.0,0.31062415346634387,0.2131424827400638,0.00536862900480628,0.0,0.005368629
51,0.005574226379394531,prison,"('bicycle',)",ResNet LaFAM,True,0.361,0.5093541167334104,0.9801973823728602,0.03351746127009392,0.4320754716981132,0.03351746
51,0.005957126617431641,prison,"('bicycle',)",SimCLR LaFAM,False,0.0,0.45176022788048464,0.7761942477267355,0.019623029977083206,0.0,0.01962303
51,0.01691913604736328,prison,"('bicycle',)",SimCLR RELAX,False,0.0,0.3056980803673152,0.5247512387704951,0.010842959396541119,0.0,0.010842959
51,0.006273031234741211,prison,"('bicycle',)",SwAV LaFAM,True,0.35100000000000003,0.34671090200325766,0.9852565978448168,0.03670449182391167,0.3433962264150943,0.03670449
51,0.01839470863342285,prison,"('bicycle',)",SwAV RELAX,False,0.0,0.28641038882546066,0.11674496947824561,0.0032176757231354713,0.0,0.0032176757
57,0.014803886413574219,ram,"('sheep',)",ResNet Grad-CAM,True,0.149,0.6984421142910889,0.7838236483511904,0.07755807042121887,0.19763624425476034,0.07755807
57,0.005574703216552734,ram,"('sheep',)",ResNet LaFAM,True,0.275,0.5979629499386738,0.7805208023118518,0.07254872471094131,0.2560735390676297,0.072548725
57,0.005827665328979492,ram,"('sheep',)",SimCLR LaFAM,True,0.298,0.6717326611593497,0.7466908144277485,0.09669726341962814,0.19960604070912671,0.09669726
57,0.01720738410949707,ram,"('sheep',)",SimCLR RELAX,True,0.28,0.3900654817305614,0.8486091807044078,0.06577666848897934,0.28036769533814837,0.06577667
57,0.0061757564544677734,ram,"('sheep',)",SwAV LaFAM,True,0.293,0.6210445213007538,0.8813474328683951,0.10071682184934616,0.19960604070912671,0.10071682
57,0.01824212074279785,ram,"('sheep',)",SwAV RELAX,True,0.109,0.22700521318168063,0.3028380567228341,0.021494349464774132,0.07156927117531188,0.02149435
58,0.014307737350463867,airliner,"('aeroplane',)",ResNet Grad-CAM,True,1.0,0.39362439378731495,0.9151858821796951,0.6134169697761536,0.7423264182895851,0.61341697
58,0.0055844783782958984,airliner,"('aeroplane',)",ResNet LaFAM,True,1.0,0.3236437826232525,0.9313635979738876,0.5681981444358826,0.8351502963590178,0.56819814
58,0.005716800689697266,airliner,"('aeroplane',)",SimCLR LaFAM,True,1.0,0.4429990643229977,0.9642127807939433,0.6763307452201843,0.8830969517358171,0.67633075
58,0.016909360885620117,airliner,"('aeroplane',)",SimCLR RELAX,True,0.029,0.2560068839644889,0.6610252701014139,0.4260428845882416,0.5276248941574937,0.42604288
58,0.006337881088256836,airliner,"('aeroplane',)",SwAV LaFAM,True,1.0,0.3075347008749075,0.8789116250262576,0.5372181534767151,0.7010478408128704,0.53721815
58,0.018245220184326172,airliner,"('aeroplane',)",SwAV RELAX,True,0.018000000000000002,0.2596709482533546,0.4220375467493628,0.34954655170440674,0.3305990685859441,0.34954655
60,0.015540599822998047,mouse,"('cat',)",ResNet Grad-CAM,True,0.378,0.34109468501995305,0.613437748655137,0.38514360785484314,0.39753521126760566,0.3851436
60,0.0055696964263916016,mouse,"('cat',)",ResNet LaFAM,False,0.0,0.2895529671134907,0.6757623157259993,0.41390034556388855,0.44859154929577466,0.41390035
60,0.005717277526855469,mouse,"('cat',)",SimCLR LaFAM,True,1.0,0.48483941970900657,0.8960147169836985,0.6162424087524414,0.7559272300469484,0.6162424
60,0.016965627670288086,mouse,"('cat',)",SimCLR RELAX,True,0.916,0.3888931080304471,0.8592376729392934,0.5554988980293274,0.7681338028169014,0.5554989
60,0.0066013336181640625,mouse,"('cat',)",SwAV LaFAM,True,1.0,0.4168585479623654,0.9254432437211391,0.5817848443984985,0.7527582159624413,0.58178484
60,0.018582582473754883,mouse,"('cat',)",SwAV RELAX,True,0.904,0.2059979214519273,0.8901460590356884,0.45200178027153015,0.7541079812206573,0.45200178
62,0.014310598373413086,lakeside,"('horse',)",ResNet Grad-CAM,True,0.003,0.3607694781710881,0.6999685405766063,0.026323456317186356,0.0031914893617021275,0.026323456
62,0.0055980682373046875,lakeside,"('horse',)",ResNet LaFAM,True,0.17400000000000002,0.33483007814077465,0.8783649051118105,0.03377112001180649,0.1797872340425532,0.03377112
62,0.005934000015258789,lakeside,"('horse',)",SimCLR LaFAM,True,0.037,0.4527278543986179,0.9398068875394754,0.05376617982983589,0.039361702127659576,0.05376618
62,0.017071247100830078,lakeside,"('horse',)",SimCLR RELAX,True,0.052000000000000005,0.25578283852724765,0.6090777721888326,0.021473489701747894,0.05531914893617021,0.02147349
62,0.0059659481048583984,lakeside,"('horse',)",SwAV LaFAM,True,0.037,0.3147428409512786,0.9381474893824446,0.040657319128513336,0.039361702127659576,0.04065732
62,0.01838827133178711,lakeside,"('horse',)",SwAV RELAX,False,0.0,0.196938235186578,0.2483467381590706,0.012860915623605251,0.0,0.012860916
63,0.01418757438659668,horse cart,"('horse',)",ResNet Grad-CAM,True,1.0,0.3673918838954459,0.8466245762209889,0.6108058094978333,0.651562352496932,0.6108058
63,0.005586385726928711,horse cart,"('horse',)",ResNet LaFAM,True,1.0,0.20921383935874385,0.8358507559337366,0.5249531865119934,0.7054186727083923,0.5249532
63,0.005705356597900391,horse cart,"('horse',)",SimCLR LaFAM,True,0.368,0.4626995691858572,0.7640669687985392,0.5976078510284424,0.673322005097706,0.59760785
63,0.01696181297302246,horse cart,"('horse',)",SimCLR RELAX,True,1.0,0.31065377089330387,0.8544656899336082,0.5797929763793945,0.7520060417256679,0.579793
63,0.006710529327392578,horse cart,"('horse',)",SwAV LaFAM,True,0.995,0.3494756938098492,0.8299469958537057,0.5945336818695068,0.71188520721231,0.5945337
63,0.01854729652404785,horse cart,"('horse',)",SwAV RELAX,True,1.0,0.3744214578242996,0.7803477417952922,0.5822492241859436,0.7492683847824034,0.5822492
64,0.014686822891235352,black stork,"('bird',)",ResNet Grad-CAM,True,0.741,0.4667980584837504,0.7983426968582986,0.280848890542984,0.454420750717047,0.2808489
64,0.005600690841674805,black stork,"('bird',)",ResNet LaFAM,True,0.737,0.4267819441792559,0.7578167006832691,0.2505588233470917,0.4286070582366879,0.25055882
64,0.005900859832763672,black stork,"('bird',)",SimCLR LaFAM,True,0.739,0.48629240330197687,0.7630782041854759,0.28175458312034607,0.41264496820052377,0.28175458
64,0.017240524291992188,black stork,"('bird',)",SimCLR RELAX,True,0.6890000000000001,0.3359709183232086,0.9273207159279416,0.2871027886867523,0.60182067589475,0.2871028
64,0.006163835525512695,black stork,"('bird',)",SwAV LaFAM,True,0.152,0.4701045483291998,0.9060717538853501,0.3324163556098938,0.5995760069834144,0.33241636
64,0.018527507781982422,black stork,"('bird',)",SwAV RELAX,True,0.779,0.3634801509821184,0.7593766743756334,0.2533452808856964,0.3763561541339319,0.25334528
67,0.014212846755981445,moped,"('motorbike',)",ResNet Grad-CAM,True,0.992,0.3271040454412949,0.8984727177254785,0.5570376515388489,0.7715009767171744,0.55703765
67,0.005615949630737305,moped,"('motorbike',)",ResNet LaFAM,True,0.98,0.25708218751997314,0.8053988235244106,0.49529027938842773,0.6047199197508051,0.49529028
